image_stem,class_id,class_name,size_bin,area_ref_px2,touches_boundary,bbox_xywhn,best_prediction_class,best_prediction_confidence,best_prediction_iou
shuming_562_00000223,2,animal,small,920.44434488832,False,"[0.311979, 0.49213, 0.0395833, 0.100926]",person,0.802195,0.0
001139,1,boat,small,752.8895004441599,False,"[0.790104, 0.652315, 0.0291667, 0.112037]",person,0.812634,0.8542158072161086
000013_023_00000223,2,animal,small,629.334094666752,False,"[0.739844, 0.464815, 0.0307292, 0.0888889]",animal,0.851335,0.34184740752877496
000013_023_00000223,2,animal,small,881.66268,False,"[0.707552, 0.497685, 0.0359375, 0.106481]",animal,0.851335,0.39842885481431506
003096,3,seat,small,385.0000399872,False,"[0.339356, 0.251937, 0.028646, 0.058333]",person,0.892807,0.01418519261929852
001742,7,ball,small,574.223004444672,False,"[0.415625, 0.713889, 0.0354167, 0.0703704]",person,0.901621,0.0
000005_032_00000001,0,person,small,551.0003039999999,False,"[0.100781, 0.280093, 0.0296875, 0.0805556]",person,0.921423,0.0
shuming_63_00000393,8,light,small,329.99994,False,"[0.977344, 0.0490741, 0.0234375, 0.0611111]",person,0.934479,0.0
shuming_63_00000393,8,light,small,291.556211111424,True,"[0.603385, 0.0305556, 0.0213542, 0.0592593]",person,0.934479,0.0
000014_037_00000271,4,sign,small,579.3329519999999,False,"[0.199479, 0.159722, 0.034375, 0.0731481]",person,0.94405,0.012509675392243106
001886,6,car,small,267.22280311142396,False,"[0.428906, 0.660648, 0.0338542, 0.0342593]",person,0.954349,0.01081773370823408
001015,5,bicycle,medium,2027.9937599999998,True,"[0.958333, 0.564352, 0.08125, 0.108333]",bicycle,0.00100753,0.8097350168831073
000779,2,animal,medium,1388.4383502259197,False,"[0.306771, 0.186111, 0.0458333, 0.131481]",animal,0.00101684,0.35631306977346344
000012_019_00000151,0,person,medium,4641.00408,True,"[0.960156, 0.493056, 0.0796875, 0.252778]",boat,0.0011475,0.7088625114180954
001015,4,sign,medium,2496.6624533299196,False,"[0.773177, 0.44537, 0.0557292, 0.194444]",light,0.00116793,0.5563803910038985
003257,0,person,medium,1377.7835022259198,True,"[0.752604, 0.075463, 0.0416667, 0.143519]",person,0.00120055,0.6003264096436774
002278,2,animal,medium,3766.55382844416,False,"[0.441927, 0.522685, 0.0567708, 0.287963]",animal,0.00120477,0.2862523627597066
000007_011_00000501,4,sign,medium,2675.5605404467196,False,"[0.726563, 0.740278, 0.0416667, 0.278704]",sign,0.00121648,0.6636219390474147
002912,2,animal,medium,2034.6681600000002,False,"[0.379167, 0.560648, 0.0875, 0.100926]",person,0.00121743,0.6850288013591682
hehe_178_000002_025_00000079,5,bicycle,medium,8702.134635571201,True,"[0.929427, 0.866204, 0.141146, 0.267593]",bicycle,0.00124171,0.7637781808518894
000011_006_00000256,0,person,medium,1166.6656533335035,False,"[0.132292, 0.495833, 0.0520833, 0.0972222]",seat,0.00129512,0.055208673347587146
000014_023_00000277,0,person,medium,1588.7803528857596,True,"[0.0205729, 0.690278, 0.0411458, 0.167593]",person,0.00133238,0.8946172498414569
000003_013_00000169,5,bicycle,medium,1270.8878044446717,False,"[0.0544271, 0.312963, 0.0692708, 0.0796296]",person,0.00134054,0.3707902797864228
001039,8,light,medium,1137.7781048885759,True,"[0.0416667, 0.206481, 0.0833333, 0.0592593]",light,0.00150942,0.07554901124836935
hehe_191_000002_029_00000143,4,sign,medium,1437.3334799999998,False,"[0.620052, 0.318519, 0.0171875, 0.362963]",light,0.00151304,0.10245535017753643
000013_017_00000125,2,animal,medium,5611.6766932992,False,"[0.160677, 0.445833, 0.142188, 0.171296]",sign,0.00152841,0.6149245961672175
003096,4,sign,medium,2278.4224195584,True,"[0.640522, 0.114472, 0.043326, 0.228246]",person,0.0015732,0.22907089233303604
003487,2,animal,medium,6570.7706760191995,False,"[0.849333, 0.82057, 0.110094, 0.259042]",animal,0.00159272,0.8461415429810435
000016_034_00000067,9,garbage can,medium,2913.7796915558397,False,"[0.928385, 0.385185, 0.0776042, 0.162963]",sign,0.0016454,0.586845215691304
000016_021_suppl_00000156,2,animal,medium,4266.882300441599,False,"[0.869792, 0.343981, 0.0947917, 0.19537]",animal,0.00165341,0.6210237817381847
shuming_72_00000270,5,bicycle,medium,4556.4392222208,False,"[0.692969, 0.157407, 0.121354, 0.162963]",car,0.00178061,0.6651555174215376
000012_020_00000365,2,animal,medium,1364.88957244416,False,"[0.451302, 0.644444, 0.0432292, 0.137037]",sign,0.00181867,0.4362329862277285
000780,2,animal,medium,2039.1095075558396,True,"[0.198958, 0.0722222, 0.0645833, 0.137037]",animal,0.00194157,0.14093690803165665
000020_011_00000151,5,bicycle,medium,2882.67547732992,False,"[0.586979, 0.468056, 0.0958333, 0.130556]",bicycle,0.00199731,0.5987269534480086
hehe_81_00000050,11,tricycle,medium,3299.9903999999997,False,"[0.903646, 0.673611, 0.114583, 0.125]",sign,0.00205829,0.8035756171413309
shuming_72_00000270,6,car,medium,3455.2167777792,False,"[0.432552, 0.0847222, 0.133854, 0.112037]",uav,0.00208411,0.8061308643408195
000020_011_00000151,5,bicycle,medium,1109.9995559999998,False,"[0.759635, 0.4, 0.0578125, 0.0833333]",seat,0.00213586,0.4718863767875519
000012_019_00000151,2,animal,medium,2307.78662222592,False,"[0.447917, 0.536574, 0.0697917, 0.143519]",animal,0.00230741,0.23317110355977216
000003_013_00000085,5,bicycle,medium,1998.3347999999999,False,"[0.10599, 0.6125, 0.0859375, 0.100926]",bicycle,0.00233348,0.5684378918580333
hehe_190_000002_029_00000072,4,sign,medium,2198.5595937792004,True,"[0.61224, 0.194907, 0.0244792, 0.389815]",car,0.00235697,0.1845908263064938
shuming_1001_00000447,2,animal,medium,1539.4437675555837,False,"[0.815365, 0.565278, 0.0848958, 0.0787037]",animal,0.00235769,0.5923527857022195
shuming_989_00000171,2,animal,medium,1202.6669399999996,False,"[0.639844, 0.660185, 0.0640625, 0.0814815]",animal,0.00255883,0.35930324725334123
000003_013_00000085,5,bicycle,medium,1060.66638,True,"[0.0335938, 0.635185, 0.0671875, 0.0685185]",car,0.00260792,0.23452924279450835
000303,3,seat,medium,4037.7801155558395,False,"[0.0958333, 0.75463, 0.0822917, 0.212963]",person,0.00264396,0.7797062974191379
001015,4,sign,medium,1950.0047999999997,False,"[0.655208, 0.604167, 0.046875, 0.180556]",sign,0.00280408,0.5127832419149723
shuming_130_00000408,9,garbage can,medium,6252.6610132992,False,"[0.0927083, 0.449537, 0.117708, 0.230556]",garbage can,0.00281599,0.902723304417226
001015,4,sign,medium,1775.5497511142398,False,"[0.415625, 0.667593, 0.0489583, 0.157407]",car,0.0029609,0.581577312680272
000013_017_00000063,2,animal,medium,1105.999272,True,"[0.967188, 0.963426, 0.065625, 0.0731481]",person,0.00297926,0.9888133059212368
000016_042_00000261,4,sign,medium,1464.00048,False,"[0.469792, 0.210185, 0.05625, 0.112963]",sign,0.00312206,0.7773767816288814
001379,2,animal,medium,1185.77410488576,False,"[0.0697917, 0.389815, 0.0479167, 0.107407]",light,0.00319708,0.4004832920730978
hehe_48_00000001,8,light,medium,4861.5538551091195,False,"[0.26276, 0.621296, 0.0682292, 0.309259]",light,0.00341519,0.3775595698690735
000007_011_00000501,5,bicycle,medium,1162.7776928885755,False,"[0.584635, 0.795833, 0.0598958, 0.0842593]",car,0.00343882,0.2992091100350173
000016_034_00000265,0,person,medium,4645.330559999999,True,"[0.936458, 0.124074, 0.08125, 0.248148]",person,0.00347128,0.8501813355757039
003096,0,person,medium,4578.638038041599,False,"[0.160068, 0.309343, 0.067871, 0.292799]",person,0.00351781,0.5960327301512471
000003_013_00000169,5,bicycle,medium,1945.5493111142398,True,"[0.973177, 0.574074, 0.0536458, 0.157407]",bicycle,0.0035436,0.6815970325920953
000003_014_00000161,6,car,medium,1378.66608,False,"[0.234896, 0.35463, 0.06875, 0.087037]",person,0.00364828,0.8348822179133332
000013_015_suppl_00000384,2,animal,medium,3536.00208,False,"[0.836719, 0.584259, 0.0609375, 0.251852]",animal,0.00369586,0.46735685221833273
001015,4,sign,medium,3023.6819733504,False,"[0.534635, 0.544907, 0.100521, 0.130556]",light,0.00381164,0.30733041852483195
shuming_779_00000254,8,light,medium,4140.00072,False,"[0.0544271, 0.685185, 0.0421875, 0.425926]",light,0.00383923,0.3994222404759347
000016_021_suppl_00000310,2,animal,medium,4919.360106700799,False,"[0.119271, 0.594907, 0.163542, 0.130556]",animal,0.00389097,0.7666954551631276
003133,0,person,medium,5020.8944337792,False,"[0.307813, 0.805556, 0.0822917, 0.264815]",person,0.00389911,0.0026001157276183515
000014_026_00000064,4,sign,medium,3486.0067200000003,False,"[0.494792, 0.398611, 0.065625, 0.230556]",person,0.0039534,0.18006696281804435
000003_029_00000333,6,car,medium,2003.22242044416,False,"[0.105469, 0.0782407, 0.0776042, 0.112037]",sign,0.00432018,0.8162511002511338
000016_034_00000265,0,person,medium,3416.0097599999995,False,"[0.938802, 0.214815, 0.0953125, 0.155556]",person,0.00476049,0.4549154962932058
000011_006_00000001,0,person,medium,4224.001536,False,"[0.236458, 0.626852, 0.0916667, 0.2]",person,0.00520891,0.5078877652585732
000011_006_00000001,0,person,medium,2066.7844062259196,False,"[0.27526, 0.58287, 0.0463542, 0.193519]",person,0.00520891,0.39806838725711097
000005_032_00000001,3,seat,medium,4459.774902220799,False,"[0.541406, 0.513889, 0.171354, 0.112963]",seat,0.00535947,0.4121734359084226
002517,8,light,medium,1735.2202151116799,True,"[0.0877604, 0.925463, 0.0505208, 0.149074]",light,0.00567826,0.7131622323938598
000003_029_00000084,6,car,medium,1499.2234204446718,False,"[0.364323, 0.109722, 0.0682292, 0.0953704]",car,0.00572688,0.8099279675996083
000019_005_00000001,2,animal,medium,2285.5580977766404,False,"[0.115885, 0.519444, 0.0973958, 0.101852]",animal,0.00632428,0.8040889481891581
000016_016_00000129,2,animal,medium,2041.1171875583998,False,"[0.455729, 0.509722, 0.0572917, 0.15463]",animal,0.00651901,0.5068748078031172
hehe_61_00000090,6,car,medium,3070.667093299199,False,"[0.695833, 0.721759, 0.102083, 0.130556]",tricycle,0.00692497,0.15358410675808115
000946,9,garbage can,medium,1038.8894444444159,False,"[0.071875, 0.320833, 0.0572917, 0.0787037]",garbage can,0.00695643,0.24122695830413599
002962,0,person,medium,1111.1144888908798,False,"[0.0536458, 0.259722, 0.0416667, 0.115741]",person,0.00733695,0.600358688609416
hehe_298_000002_074_00000223,8,light,medium,2483.0020799999998,False,"[0.478906, 0.491204, 0.0609375, 0.176852]",light,0.00770376,0.08527591623335926
000050,0,person,medium,1567.1138062233597,False,"[0.286458, 0.389815, 0.0447917, 0.151852]",person,0.00799972,0.5779301018766435
003411,8,light,medium,3070.66736533248,False,"[0.415104, 0.306481, 0.0510417, 0.261111]",light,0.00821307,0.6876416452096488
001157,0,person,medium,1627.2201111091194,False,"[0.458073, 0.455093, 0.0526042, 0.134259]",garbage can,0.00872691,0.8974893357494327
000282,0,person,medium,2634.9987599999995,False,"[0.842448, 0.429167, 0.0484375, 0.236111]",person,0.00933925,0.7744214982943556
shuming_72_00000270,6,car,medium,1936.00044,False,"[0.689062, 0.115741, 0.103125, 0.0814815]",car,0.00994782,0.5188724776594954
shuming_731_00000492,1,boat,medium,2197.7830755532796,False,"[0.751562, 0.497222, 0.119792, 0.0796296]",boat,0.0106898,0.8315373802043123
000014_023_00000208,0,person,medium,2700.89316177408,False,"[0.349219, 0.663889, 0.0536458, 0.218519]",person,0.0110118,0.7256449565782483
001015,9,garbage can,medium,1532.6661599999998,False,"[0.175, 0.863426, 0.059375, 0.112037]",sign,0.0116835,0.7308994042362895
000023_008_00000202,0,person,medium,4246.66944,False,"[0.715625, 0.645833, 0.08125, 0.226852]",garbage can,0.012035,0.5487063392385662
003744,2,animal,medium,2484.1122848870396,True,"[0.715885, 0.0365741, 0.147396, 0.0731481]",animal,0.0147412,0.4339150043421705
003526,2,animal,medium,5731.380725759999,True,"[0.969006, 0.697531, 0.061988, 0.4013]",animal,0.015106,0.9247771491492255
001139,1,boat,medium,1520.0027999999998,False,"[0.820833, 0.631481, 0.046875, 0.140741]",car,0.0168456,0.7515768558396873
003090,8,light,medium,4472.218711111678,False,"[0.324219, 0.410185, 0.0598958, 0.324074]",light,0.016977,0.654394975776554
shuming_63_00000393,0,person,medium,2080.446126220799,False,"[0.110417, 0.599537, 0.0645833, 0.139815]",person,0.0172559,0.701437656743207
shuming_1080_00000016,2,animal,medium,4511.99808,False,"[0.286979, 0.600926, 0.1125, 0.174074]",animal,0.0174336,0.8366860702415084
002676,0,person,medium,3708.4387528857596,False,"[0.782031, 0.543519, 0.0776042, 0.207407]",seat,0.0182294,0.6833720921815971
000008_042_00000273,2,animal,medium,1786.00608,False,"[0.458854, 0.424537, 0.059375, 0.130556]",animal,0.0188867,0.43607872683182497
000006_012_00000001,0,person,medium,2060.2187937791996,False,"[0.764844, 0.453704, 0.0380208, 0.235185]",person,0.0191081,0.7519491996997493
002278,0,person,medium,1482.2203911091196,True,"[0.976042, 0.194907, 0.0479167, 0.134259]",animal,0.0202935,0.80451407479441
001015,5,bicycle,medium,3230.8917244415993,False,"[0.907031, 0.587037, 0.113021, 0.124074]",car,0.0211297,0.653964996850564
003709,4,sign,medium,1896.0007679999999,False,"[0.684375, 0.539815, 0.0822917, 0.1]",animal,0.0218153,0.9045739444868641
002156,2,animal,medium,1070.00028,False,"[0.757292, 0.578241, 0.046875, 0.0990741]",animal,0.0231943,0.9088587502397986
hehe_223_000002_041_00000148,6,car,medium,3816.894364416,False,"[0.342708, 0.572685, 0.158333, 0.10463]",car,0.0257139,0.7059255454677026
000003_014_00000161,6,car,medium,1961.0042399999998,False,"[0.85026, 0.594907, 0.0828125, 0.102778]",car,0.0310591,0.7600439134556151
hehe_81_00000050,4,sign,medium,2879.99712,False,"[0.557292, 0.298148, 0.084375, 0.148148]",sign,0.0354255,0.8888195418007058
003679,2,animal,medium,1111.1120688890878,False,"[0.335156, 0.462963, 0.0651042, 0.0740741]",animal,0.0361855,0.5208909121747168
000186,4,sign,medium,1369.0029599999998,False,"[0.867969, 0.668056, 0.0578125, 0.102778]",sign,0.0381894,0.8877775141054604
002962,0,person,medium,2390.3220866688,True,"[0.676823, 0.952315, 0.110937, 0.0935185]",bicycle,0.0387777,0.8914608453729053
000003_013_00000169,5,bicycle,medium,1895.1119235555839,False,"[0.121875, 0.325926, 0.0854167, 0.0962963]",bicycle,0.0408511,0.5353074725868538
001139,8,light,medium,1743.7775715532798,False,"[0.894531, 0.503704, 0.0307292, 0.246296]",light,0.0481916,0.622155345056188
000005_032_00000001,3,seat,medium,1299.9988400002558,False,"[0.204688, 0.417593, 0.0677083, 0.0833333]",seat,0.0487913,0.7123420416756604
003421,8,light,medium,1360.0851434495999,False,"[0.432292, 0.258298, 0.034156, 0.172829]",light,0.0552061,0.7441430861219304
hehe_298_000002_074_00000223,8,light,medium,1055.5570311091199,False,"[0.338021, 0.585648, 0.0395833, 0.115741]",light,0.0591095,0.7473053738488035
003096,3,seat,medium,6805.542577766399,False,"[0.094231, 0.262765, 0.130208, 0.226852]",person,0.0610746,0.6435709579825654
000006_012_00000001,0,person,medium,2313.889604444159,False,"[0.873177, 0.409722, 0.0619792, 0.162037]",person,0.0619431,0.6029321247122562
shuming_72_00000270,6,car,medium,5666.6845066752,False,"[0.545052, 0.117593, 0.195313, 0.125926]",car,0.063649,0.5259473878775913
000012_019_00000076,2,animal,medium,2841.67197333504,False,"[0.439844, 0.348611, 0.0807292, 0.152778]",car,0.0662908,0.031249219006958002
000006_012_00000001,0,person,medium,1240.5541911091195,False,"[0.472135, 0.303241, 0.0401042, 0.134259]",animal,0.0690808,0.6201068126502017
003996,0,person,medium,1155.111966222336,False,"[0.646094, 0.410185, 0.0588542, 0.0851852]",seat,0.0800501,0.4630492852685386
shuming_206_00000265,0,person,medium,1516.6690133299198,False,"[0.142708, 0.449537, 0.0364583, 0.180556]",person,0.0919562,0.8714688576025945
000014_023_00000208,0,person,medium,2392.0053440025595,False,"[0.04375, 0.79537, 0.0479167, 0.216667]",person,0.0950822,0.4481521917310386
002598,0,person,medium,2645.3376,False,"[0.794271, 0.785185, 0.05, 0.22963]",person,0.0962665,0.8713290342144695
001103,4,sign,medium,3527.99064,False,"[0.107292, 0.546296, 0.084375, 0.181481]",sign,0.0988597,0.7600636321818813
001138,8,light,medium,1036.4459315558397,False,"[0.892969, 0.50463, 0.0276042, 0.162963]",light,0.102934,0.6603527031914923
002598,0,person,medium,3445.33248,False,"[0.668229, 0.821759, 0.05, 0.299074]",person,0.11481,0.6465502541928079
hehe_114_000002_003_00000244,3,seat,medium,2484.0017279999997,False,"[0.3625, 0.59213, 0.0479167, 0.225]",seat,0.125477,0.37677128178482755
shuming_206_00000265,0,person,medium,1091.9986559999998,False,"[0.0619792, 0.443981, 0.0270833, 0.175]",person,0.133331,0.7842949618496421
000011_006_00000256,3,seat,medium,3364.6712399999997,False,"[0.0638021, 0.883333, 0.0765625, 0.190741]",seat,0.135014,0.25566778797965817
shuming_72_00000270,5,bicycle,medium,4800.009599999999,False,"[0.691146, 0.212037, 0.125, 0.166667]",bicycle,0.136116,0.7088103575571316
shuming_72_00000270,5,bicycle,medium,1790.222097777408,False,"[0.795833, 0.151852, 0.0791667, 0.0981481]",bicycle,0.136914,0.6855494431285009
003709,2,animal,medium,3227.2151164415995,False,"[0.902865, 0.429167, 0.0963542, 0.14537]",animal,0.148441,0.5716236198112462
002709,9,garbage can,medium,1144.0011200002557,False,"[0.838542, 0.58287, 0.0541667, 0.0916667]",garbage can,0.154608,0.7196244010952803
000016_021_suppl_00000156,2,animal,medium,2542.11505422336,False,"[0.560156, 0.379167, 0.0869792, 0.126852]",animal,0.160273,0.5135531132937663
shuming_831_00000084,9,garbage can,medium,5412.002112,False,"[0.846354, 0.798611, 0.0854167, 0.275]",seat,0.171366,0.8979131658432691
shuming_57_00000001,8,light,medium,1307.3324906649598,False,"[0.484375, 0.501389, 0.0385417, 0.147222]",light,0.175933,0.9488225936603939
shuming_1001_00000447,2,animal,medium,1771.7776728883196,False,"[0.751823, 0.617593, 0.0619792, 0.124074]",animal,0.194667,0.8237514039409372
000005_032_00000205,0,person,medium,1619.66155732992,False,"[0.183073, 0.556944, 0.0588542, 0.119444]",person,0.194964,0.754561953260619
002592,8,light,medium,1050.3345599999998,False,"[0.361198, 0.548611, 0.0359375, 0.126852]",light,0.224685,0.5294768744650363
000012_025_00000313,9,garbage can,medium,4025.0177466624,False,"[0.729427, 0.801389, 0.107813, 0.162037]",light,0.284117,0.0
003257,3,seat,medium,1114.4409608908795,True,"[0.710156, 0.0564815, 0.0442708, 0.109259]",person,0.297783,0.7523884007702938
000016_034_00000199,0,person,medium,1660.88999644416,True,"[0.980729, 0.178704, 0.0385417, 0.187037]",person,0.505605,0.4560984087852447
shuming_72_00000270,9,garbage can,medium,4384.007528002559,False,"[0.577865, 0.314815, 0.0713542, 0.266667]",bicycle,0.566328,0.21544351076081
003257,3,seat,medium,3253.3234986700795,False,"[0.898438, 0.181019, 0.0833333, 0.169444]",person,0.621986,0.5418467861690642
002663,0,person,medium,1073.3335200000001,False,"[0.768229, 0.588889, 0.021875, 0.212963]",person,0.655472,0.43288448848311384
000575,1,boat,medium,6047.98488,False,"[0.749479, 0.351852, 0.196875, 0.133333]",animal,0.663441,0.7798272618357458
000011_006_00000256,0,person,medium,7591.8862577664,False,"[0.20599, 0.609722, 0.118229, 0.278704]",person,0.680183,0.4429064676804455
003489,0,person,medium,3720.097741824,False,"[0.709869, 0.287335, 0.077941, 0.20716]",person,0.731661,0.4744103658470324
000023_008_00000068,0,person,medium,3454.2220657766397,False,"[0.507813, 0.684259, 0.0604167, 0.248148]",person,0.817612,0.48243193780174776
000020_014_00000129,0,person,medium,3101.997888,False,"[0.08125, 0.720833, 0.0489583, 0.275]",person,0.837339,0.7756009725691884
000282,6,car,medium,6042.686813337599,False,"[0.122656, 0.421296, 0.160938, 0.162963]",car,0.852331,0.5153076966421647
000013_017_00000063,2,animal,medium,2960.0063999999993,True,"[0.0645833, 0.41713, 0.125, 0.102778]",animal,0.872878,0.0
003489,0,person,medium,2509.02902016,False,"[0.569029, 0.685584, 0.07093, 0.15353]",animal,0.88076,0.9809978455283294
001139,1,boat,medium,4799.435315558399,False,"[0.611198, 0.706019, 0.0848958, 0.24537]",person,0.89857,0.8988123890496198
000016_042_00000261,2,animal,medium,3462.6501333503993,False,"[0.259896, 0.76713, 0.102083, 0.147222]",animal,0.922268,0.898360363344139
003133,0,person,medium,4046.4400168857596,False,"[0.279948, 0.823148, 0.0682292, 0.257407]",person,0.946558,0.035356043866583815
shuming_485_00000027,8,light,medium,2042.4426035558402,True,"[0.97474, 0.25463, 0.0473958, 0.187037]",car,0.956685,0.0
003056,3,seat,large,57333.243306700795,False,"[0.739583, 0.600926, 0.358333, 0.694444]",person,0.00122342,0.6151748934416895
000429,2,animal,large,10682.007839999998,False,"[0.709375, 0.676389, 0.153125, 0.302778]",person,0.00124823,0.49324092147406273
001015,4,sign,large,29854.474008883197,True,"[0.1625, 0.226389, 0.288542, 0.449074]",bicycle,0.00142153,0.42871184351935737
002318,3,seat,large,19223.058666700796,False,"[0.409115, 0.6625, 0.220313, 0.378704]",person,0.00148331,0.8460137477899865
000011_006_00000256,3,seat,large,14856.8590577664,True,"[0.0739583, 0.77037, 0.142708, 0.451852]",seat,0.00302659,0.8400340305891717
000023_008_00000202,3,seat,large,16191.660133324804,False,"[0.738802, 0.718982, 0.174479, 0.402778]",person,0.00369423,0.7939725033041537
000008_042_00000273,0,person,large,37333.324799999995,True,"[0.125, 0.324074, 0.25, 0.648148]",person,0.00458783,0.48009589792059176
hehe_131_000002_007_00000001,3,seat,large,34385.6973422592,False,"[0.541667, 0.45463, 0.530208, 0.281481]",seat,0.00562262,0.1952629992267362
000011_006_00000001,3,seat,large,12909.5675244288,False,"[0.178906, 0.700926, 0.100521, 0.557407]",person,0.00604087,0.7346464820304345
000011_006_00000256,3,seat,large,13358.326114667516,True,"[0.202865, 0.681944, 0.0911458, 0.636111]",seat,0.00847816,0.6996439501518913
hehe_296_000002_074_00000001,8,light,large,27460.818657792,True,"[0.49375, 0.421296, 0.142708, 0.835185]",light,0.0094878,0.05002714490108937
000011_006_00000001,0,person,large,13589.9856,True,"[0.0708333, 0.668056, 0.140625, 0.419444]",person,0.0121634,0.6883594870354106
003096,3,seat,large,14572.828493798399,False,"[0.178505, 0.635836, 0.262731, 0.240741]",seat,0.0123835,0.4220974118403427
000007_011_00000501,8,light,large,9454.00464,False,"[0.459375, 0.375463, 0.090625, 0.452778]",light,0.0178113,0.7857578088573101
003265,1,boat,large,14686.231817779199,False,"[0.758073, 0.500926, 0.391146, 0.162963]",boat,0.0246751,0.8659908125026998
000003_029_00000084,6,car,large,48480.076799999995,True,"[0.105208, 0.5, 0.210417, 1.0]",car,0.0370531,0.9258188510967015
003200,2,animal,large,16462.2665244672,False,"[0.5625, 0.681944, 0.166667, 0.428704]",animal,0.0635066,0.1877871554644113
000023_008_00000269,3,seat,large,16708.362773299195,True,"[0.498698, 0.809722, 0.195313, 0.371296]",bicycle,0.128974,0.6165142847510392
000003_013_00000085,11,tricycle,large,133189.41168,True,"[0.646875, 0.587963, 0.70625, 0.818519]",car,0.172239,0.7420044657996864
000016_021_suppl_00000156,2,animal,large,14168.436342220799,False,"[0.710677, 0.376852, 0.233854, 0.262963]",animal,0.176199,0.5098003894443472
shuming_562_00000223,2,animal,large,12921.129315532802,False,"[0.6875, 0.358796, 0.151042, 0.371296]",animal,0.180454,0.35028912693771175
000011_006_00000256,0,person,large,9916.923537792,True,"[0.0557292, 0.56713, 0.110417, 0.389815]",person,0.369048,0.46231564662360847
003782,2,animal,large,15622.056799948794,False,"[0.778906, 0.610185, 0.114063, 0.594444]",animal,0.54366,0.44933691465399106
000003_013_00000169,11,tricycle,large,101000.93347998717,False,"[0.663281, 0.509722, 0.614062, 0.713889]",car,0.892065,0.8551728440316131
003543,2,animal,large,16845.1587283968,False,"[0.698025, 0.479329, 0.268083, 0.272724]",animal,0.905213,0.4944295530393681
003019,0,person,large,12248.857671091197,False,"[0.453125, 0.421296, 0.108333, 0.490741]",person,0.912714,0.45268782806768454
000023_008_00000068,0,person,large,10010.560663111679,False,"[0.425781, 0.570833, 0.0963542, 0.450926]",person,0.918721,0.43115950960541616
000005_032_00000001,0,person,large,42843.867715584,False,"[0.884896, 0.510648, 0.194792, 0.95463]",person,0.921423,0.8542457492579452
000014_026_00000127,0,person,large,17455.067662233596,False,"[0.626042, 0.473148, 0.152083, 0.498148]",person,0.926206,0.7401375660748425
